date,DATE,Average expenditure 25 - 34,Average expenditure 35 - 44,Average expenditure 45 - 54,Average expenditure 65 - 74,CPI,Employees Construction,GDP,House for sale to sold,Industrial production,Mortgage,Price house under Construction,Private owned house ,PPI,Unemployment Rate ,Unemployment construction,Population,target,gdp_per_capita,CPI_TREND,GDP_RATE,GDP_TREND,EMP_CONST_RATE,EMP_CONST_TREND,houses_for_sale_to_sold_rate,HOUSES_S2S_TREND,CPI cum_sum,House for sale to sold cum_sum,Private house under Construction cum_sum,Private owned house cum_sum,Private house under Construction Rate,Private owned house rate,Private house under Construction Rate Trend,Private owned house rate trend
171,2017-04,55701,144155,74401,55421,0.3,6916,19438.643,1.6863989535702288,100.0082,4.045,1075,1069,219.2,4.4,1.840549633397487,326554.0,188.725,0.0595265805961648,UP,0.038113888523265284,UP,0.03143157850592531,UP,0.0467104635265908,UP,30.10000000000001,304.4413960990121,153626,201451,0.08533574544218103,0.06739822202763822,UP,UP
172,2017-05,55795,144459,74525,55527,0.1,6931,19523.293,1.62924053973028,100.1286,4.01,1071,1170,219.2,4.4,1.667706820558076,326749.33,189.617,0.05975006283869044,UP,0.039241228345487336,UP,0.035539716799576675,UP,0.0,DOWN,30.20000000000001,306.07063663874237,154697,202621,0.08514847113466677,0.06789325187409323,UP,UP
173,2017-06,55889,144763,74649,55633,0.1,6962,19607.943,1.667706820558076,100.3233,3.904,1073,1236,219.2,4.3,1.5040773967762742,326944.66,190.51,0.059973278046504874,UP,0.04036009031744979,UP,0.03821002039821342,UP,0.0,DOWN,30.30000000000001,307.73834345930044,155770,203857,0.08493471224487543,0.06813409467970427,UP,UP
174,2017-07,55983,145067,74773,55739,-0.1,6968,19692.595,1.7578579175523736,100.0947,3.9675,1075,1173,219.2,4.3,1.589235205116581,327140.0,191.452,0.060196230971449535,DOWN,0.04147030145270839,UP,0.034010429687874384,UP,0.1559162906658069,UP,30.20000000000001,309.4962013768528,156845,205030,0.08461870934493784,0.06825805746456177,UP,UP
175,2017-08,56077,145371,74897,55845,0.3,7002,19807.425,1.8082887711792655,99.6642,3.88,1083,1107,226.7,4.4,1.547562508716013,327324.0,192.665,0.060513207097554714,UP,0.043819309589973855,UP,0.03872954559244827,UP,0.11649597246182361,UP,30.50000000000001,311.3044901480321,157928,206137,0.08432331768243137,0.06815397577358376,UP,UP
176,2017-09,56171,145675,75021,55951,0.5,7013,19922.255,1.667706820558076,99.7686,3.805,1093,1113,248.0,4.3,1.547562508716013,327508.0,193.759,0.060829827057659665,UP,0.04614667426947845,UP,0.035559947250851244,UP,0.011487518339638573,UP,31.00000000000001,312.97219696859014,159021,207250,0.08409492196628049,0.06817810785681552,UP,UP
177,2017-10,56265,145979,75145,56057,-0.1,7031,20037.088,1.7047480922384253,100.9981,3.895,1101,1196,248.0,4.2,1.5040773967762742,327692.0,194.804,0.06114610060666723,DOWN,0.04845284918893708,UP,0.03355340067270178,UP,0.03345535023560059,UP,30.90000000000001,314.6769450608286,160122,208446,0.08381778458189056,0.06842043074128801,UP,UP
178,2017-11,56359,146283,75269,56163,0.0,7068,20134.248,1.5686159179138452,101.2597,3.922,1107,1182,248.0,4.2,1.6094379124341003,327825.0,195.955,0.06141767101349806,DOWN,0.0499655471555593,UP,0.03527829662416334,UP,-0.04976835350396123,DOWN,30.90000000000001,316.24556097874245,161229,209628,0.08365589864976868,0.0677046834601741,UP,UP
179,2017-12,56453,146587,75393,56269,-0.1,7091,20231.408,1.7227665977411035,101.4573,3.95,1100,1200,248.0,4.1,1.7749523509116738,327958.0,197.172,0.06168902115514791,DOWN,0.05146597464664895,UP,0.03926020060614834,UP,0.021336026800636794,UP,30.800000000000008,317.96832757648355,162329,210828,0.0833526825964985,0.06780845004393762,UP,UP
180,2018-01,56513,147057,75551,56170,0.5,7093,20328.553,1.791759469228055,101.3939,4.0325,1105,1208,230.9,4.0,1.9878743481543455,328091.0,198.315,0.061960105580463956,UP,0.05295380348521258,UP,0.03632065058549059,UP,0.060602621928957864,UP,31.300000000000008,319.7600870457116,163434,212036,0.08304434044885971,0.0680497434477764,UP,UP
181,2018-02,56569,147529,75715,56072,0.5,7184,20412.673,1.7404661748405046,101.7656,4.33,1109,1288,230.9,4.1,2.0541237336955462,328236.0,199.232,0.062189013392802736,UP,0.05434586696711439,UP,0.043092340779555635,UP,0.042703472482000335,UP,31.800000000000008,321.5005532205521,164543,213324,0.0827183311895735,0.0683271042007369,UP,UP
182,2018-03,56625,148001,75879,55974,0.2,7194,20496.793,1.6486586255873816,102.2441,4.444,1121,1181,240.5,4.0,2.0014800002101243,328381.0,199.966,0.062417719051954895,UP,0.05572842093505022,UP,0.04143612059762051,UP,0.02407700776945427,UP,32.00000000000001,323.14921184613945,165664,214505,0.08246267435050338,0.06810750330236906,UP,UP
183,2018-04,56681,148473,76043,55876,0.4,7212,20580.912,1.7227665977411035,103.3468,4.4675,1124,1224,242.7,4.0,1.8718021769015913,328526.0,200.658,0.06264621978169156,UP,0.05710105222373882,UP,0.041908737520026794,UP,0.021336026800636794,UP,32.400000000000006,324.87197844388055,166788,215729,0.0822024676684072,0.06847681471190284,UP,UP
184,2018-05,56737,148945,76207,55778,0.4,7274,20653.522,1.7047480922384253,102.3911,4.586,1131,1262,245.0,3.8,1.4816045409242156,328697.33,201.425,0.06283446841506135,UP,0.05627759623719267,UP,0.04830224362894964,UP,0.045303373636835544,UP,32.800000000000004,326.576726536119,167919,216991,0.08201335525922285,0.0685186390656769,UP,UP
185,2018-06,56793,149417,76371,55680,0.2,7292,20726.132,1.7578579175523736,103.1924,4.57,1126,1212,245.0,4.0,1.547562508716013,328868.66,202.233,0.06302252090545814,UP,0.055460580309023046,UP,0.04631106742716949,UP,0.05264645405572195,UP,33.00000000000001,328.33458445367137,169045,218203,0.08178439132976043,0.06800705450828838,UP,UP
186,2018-07,56849,149889,76535,55582,0.0,7318,20798.73,1.791759469228055,103.3334,4.5275,1127,1150,245.1,3.8,1.2237754316221157,329040.0,202.913,0.06321033916849016,DOWN,0.054649250395522736,UP,0.049008827046813495,UP,0.01910210529073398,UP,33.00000000000001,330.1263439228994,170172,219353,0.08155163372867746,0.0675259943960232,UP,UP
187,2018-08,56905,150361,76699,55484,0.1,7347,20838.44,1.8718021769015913,104.0807,4.55,1129,1262,250.6,3.8,1.2237754316221157,329200.67,203.689,0.06330011418263516,UP,0.05074249063168446,UP,0.04809624410566651,UP,0.0345207299504425,UP,33.10000000000001,331.99814609980103,171301,220615,0.08128301006128523,0.06787810459479338,UP,UP
188,2018-09,56961,150833,76863,55386,0.1,7375,20878.15,1.8870696490323797,104.1181,4.6275,1135,1187,250.6,3.7,1.410986973710262,329361.34,204.349,0.06338980160816689,UP,0.046865708995780936,UP,0.050330332671110034,UP,0.12357565419612447,UP,33.20000000000001,333.8852157488334,172436,221802,0.08098988416502316,0.06785929799276001,UP,UP
189,2018-10,57017,151305,77027,55288,0.2,7389,20917.867,1.9740810260220096,103.9397,4.83,1141,1122,250.6,3.8,1.2809338454620642,329522.0,205.112,0.06347942474250581,UP,0.04301871787443156,UP,0.04966346458948624,UP,0.14668563345376115,UP,33.40000000000001,335.8592967748554,173577,222924,0.08068528029122166,0.06715089130859525,UP,UP
190,2018-11,57073,151777,77191,55190,-0.3,7386,20979.957,1.8562979903656263,104.0007,4.866,1144,1131,250.6,3.8,1.3609765531356006,329637.33,205.669,0.06364557375828762,DOWN,0.041145307690727204,UP,0.044008761972921424,UP,0.16839052703769924,UP,33.100000000000016,337.71559476522106,174721,224055,0.0803647013466385,0.06655702611927264,UP,UP
191,2018-12,57129,152249,77355,55092,-0.3,7396,21042.047,2.028148247292285,103.9946,4.6375,1148,1053,249.0,3.9,1.62924053973028,329752.66,206.156,0.06381160655383342,DOWN,0.03928642564932199,UP,0.042112939203018694,UP,0.16319169764565036,UP,32.80000000000002,339.74374301251333,175869,225108,0.08011425970101267,0.0655376518703534,UP,UP
192,2019-01,57171,151971,77142,54860,0.2,7424,21104.133,1.9459101490553132,103.373,4.464,1152,1258,250.7,4.0,1.8562979903656263,329868.0,206.539,0.06397750918549239,UP,0.03744244857332685,UP,0.045609613263949814,UP,0.08253172979561714,UP,33.00000000000002,341.68965316156863,177021,226366,0.07985913048799333,0.06539708679647929,UP,UP
193,2019-02,57214,151696,76928,54633,0.4,7396,21197.683,1.8562979903656263,102.8292,4.37,1140,1334,250.5,3.8,1.824549292051046,329993.67,206.862,0.06423663520576016,UP,0.03773594979259197,UP,0.02908298252497986,UP,0.06443118271209923,UP,33.40000000000002,343.5459511519343,178161,227700,0.07951570164238785,0.06521683634114532,UP,UP
194,2019-03,57257,151421,76714,54406,0.6,7422,21291.233,1.7404661748405046,102.8286,4.265,1125,1301,252.4,3.8,1.6486586255873816,330119.34,207.066,0.06449556393757482,UP,0.038026956860151964,UP,0.03120121736497359,UP,0.05419099082163878,UP,34.00000000000002,345.28641732677477,179286,229001,0.07902065541530828,0.06539332223722487,UP,UP
195,2019-04,57300,151146,76500,54179,0.5,7459,21384.775,1.7578579175523736,102.2481,4.1425,1123,1329,253.3,3.6,1.547562508716013,330245.0,207.513,0.06475427334251843,UP,0.03831517593718815,UP,0.033675051631955326,UP,0.020164489837587427,UP,34.50000000000002,347.04427524432714,180409,230330,0.07850295062873533,0.06549007286695481,UP,UP
196,2019-05,57343,150871,76286,53952,0.2,7486,21487.945,1.9021075263969205,102.4192,4.072,1132,1226,256.5,3.7,1.1631508098056809,330406.33,208.136,0.06503490717021068,UP,0.0396062184448814,UP,0.028728262917439885,UP,0.10954514252479872,UP,34.700000000000024,348.9463827707241,181541,231556,0.07799980323332929,0.06496586689500818,UP,UP
197,2019-06,57386,150596,76072,53725,0.0,7511,21591.115,1.6486586255873816,102.4893,3.8025,1142,1169,254.1,3.6,1.3862943611198906,330567.66,208.649,0.06531526707724526,DOWN,0.04088656791909034,UP,0.029590755887458183,UP,-0.06413397239536041,DOWN,34.700000000000024,350.59504139631144,182683,232725,0.0775874586726477,0.06443167684383565,UP,UP
198,2019-07,57429,150321,75858,53498,0.2,7525,21694.282,1.7749523509116738,102.0236,3.765,1146,1219,253.4,3.7,1.33500106673234,330729.0,209.287,0.06559534241025129,UP,0.042156796368566604,UP,0.02789374403792445,UP,-0.009424502772405174,DOWN,34.90000000000003,352.36999374722313,183829,233944,0.07719628740425641,0.06439946618670582,UP,UP
199,2019-08,57472,150046,75644,53271,0.0,7530,21763.652,1.6863989535702288,102.7754,3.616,1149,1294,252.1,3.7,1.2809338454620642,330888.67,210.093,0.06577333699579378,DOWN,0.04344188075082067,UP,0.02460297517366173,UP,-0.10430623888567522,DOWN,34.90000000000003,354.05639270079337,184978,235238,0.0768146560633387,0.06417866671888334,UP,UP
200,2019-09,57515,149771,75430,53044,0.1,7551,21833.022,1.6863989535702288,102.5315,3.605,1161,1150,253.4,3.5,1.1631508098056809,331048.34,210.904,0.06595115988196769,UP,0.04472043677292018,UP,0.023584102595404922,UP,-0.11242971677862659,DOWN,35.00000000000003,355.7427916543636,186139,236388,0.07646755330695898,0.06368943081405429,UP,UP
201,2019-10,57558,149496,75216,52817,0.2,7556,21902.39,1.667706820558076,101.6022,3.688,1160,1294,251.1,3.6,1.3862943611198906,331208.0,211.791,0.0661288072751866,UP,0.0459920891366098,UP,0.022349541832752562,UP,-0.1686534653497233,DOWN,35.20000000000003,357.41049847492167,187299,237682,0.07608496543788,0.06410273959687518,UP,UP
202,2019-11,57601,149221,75002,52590,-0.1,7545,21837.1,1.6863989535702288,102.148,3.695,1165,1244,251.9,3.6,1.4816045409242156,331316.67,212.787,0.06591005517470643,DOWN,0.040042804782329446,UP,0.0212987757894408,UP,-0.09598871777660173,DOWN,35.10000000000003,359.0968974284919,188464,238926,0.07571659123304375,0.06426232312695197,UP,UP
203,2019-12,57644,148946,74788,52363,-0.1,7528,21771.81,1.7227665977411035,101.884,3.72,1177,1310,252.7,3.6,1.6094379124341003,331425.34,213.933,0.06569144652608638,DOWN,0.034093339717220644,UP,0.017690088758200145,UP,-0.16319169764565036,DOWN,35.00000000000003,360.819664026233,189641,240236,0.07539341145511334,0.06504148647854092,UP,UP
204,2020-01,58166,150170,75546,52703,0.4,7580,21706.513,1.7404661748405046,101.3768,3.624,1195,1302,252.9,3.5,1.6863989535702288,331534.0,214.994,0.06547296204914126,UP,0.028143455684867136,UP,0.020795204170380735,UP,-0.11157681666007262,DOWN,35.40000000000003,362.5601302010735,190836,241538,0.07514605085780411,0.06487365223797495,UP,UP
205,2020-02,58688,151388,76301,53042,0.3,7608,21108.723,1.7227665977411035,101.633,3.465,1213,1271,253.7,3.5,1.7047480922384253,331589.0,215.864,0.0636592981069939,UP,-0.004205515879314902,DOWN,0.028261011718210802,UP,-0.074652690975965,DOWN,35.700000000000024,364.2828967988146,192049,242809,0.07506291193545227,0.06424615297396959,UP,UP
206,2020-03,59210,152606,77056,53381,-0.2,7539,20510.933,1.8718021769015913,97.6672,3.45,1215,1247,257.2,4.4,1.9315214116032138,331644.0,216.402,0.061846235722642355,DOWN,-0.03733733068773764,DOWN,0.015640984591158966,UP,0.07274870382117275,UP,35.50000000000002,366.1546989757162,193264,244056,0.0750748337281235,0.06367133680001376,UP,UP
207,2020-04,59732,153824,77811,53720,-0.7,6527,19913.143,1.9315214116032138,84.5979,3.306,1193,1207,257.6,14.7,2.8094026953624978,331699.0,216.812,0.06003377459684835,DOWN,-0.0712992542408816,DOWN,-0.13347393731994578,DOWN,0.09421201305010206,UP,34.80000000000002,368.08622038731943,194457,245263,0.07498456340591,0.0628180409614059,UP,UP
208,2020-05,60254,155042,78566,54059,0.0,7009,20491.313,1.6863989535702288,85.9732,3.2325,1180,1171,263.3,13.2,2.5416019934645457,331756.67,216.98,0.06176609199748719,DOWN,-0.047491039972661284,DOWN,-0.06583957196404949,DOWN,-0.12036703700326293,DOWN,34.80000000000002,369.77261934088966,195637,246434,0.07477937775491382,0.062272464232026786,UP,UP
209,2020-06,60776,156260,79321,54398,0.5,7170,21069.483,1.33500106673234,91.5625,3.1625,1183,1244,263.3,11.0,2.312535423847214,331814.34,217.616,0.06349780723762571,UP,-0.024456197214664247,DOWN,-0.04646295809234568,DOWN,-0.21102991219422929,DOWN,35.30000000000002,371.107620407622,196820,247678,0.07453719512991698,0.0622720164308058,UP,UP
210,2020-07,61298,157478,80076,54737,0.5,7195,21647.64,1.2237754316221157,95.0144,3.016,1201,1314,261.4,10.2,2.186051276738094,331872.0,219.378,0.06522888342493491,UP,-0.0021522819410290687,DOWN,-0.044844470295608334,DOWN,-0.37183288164992806,DOWN,35.80000000000002,372.3313958392441,198021,248992,0.07436710800510173,0.06233899695683525,UP,UP
211,2020-08,61820,158696,80831,55076,0.3,7225,21773.26,1.1939224684724346,95.8881,2.935,1213,1238,261.4,8.4,2.028148247292285,331929.67,222.391,0.06559600411737823,UP,0.00044137260612231135,UP,-0.04134780781330631,DOWN,-0.3453513802693055,DOWN,36.100000000000016,373.52531830771653,199234,250230,0.07424311422879087,0.06178272732146649,UP,UP
212,2020-09,62342,159914,81586,55415,0.1,7256,21898.88,1.2237754316221157,95.8444,2.89,1218,1446,263.3,7.9,1.9600947840472698,331987.34,225.837,0.06596299726369084,UP,0.0030118996327263173,UP,-0.03985129200845297,DOWN,-0.3206547624933752,DOWN,36.20000000000002,374.74909373933866,200452,251676,0.07408111014653739,0.06266802316373932,UP,UP
213,2020-10,62864,161132,82341,55754,0.0,7310,22024.502,1.1939224684724346,96.4292,2.834,1228,1370,263.3,6.9,1.916922612182061,332045.0,229.753,0.06632987095122649,DOWN,0.0055597976088875845,UP,-0.03309867587757603,DOWN,-0.3342054428518074,DOWN,36.20000000000002,375.94301620781107,201680,253046,0.07397601247217117,0.06263764458827341,UP,UP
214,2020-11,63386,162350,83096,56093,-0.1,7317,22216.392,1.3862943611198906,96.8564,2.765,1248,1240,263.3,6.7,1.9878743481543455,332026.33,233.208,0.06691153680492748,DOWN,0.017220036612051504,UP,-0.03068468431791926,DOWN,-0.19596119887542032,DOWN,36.100000000000016,377.32931056893096,202928,254286,0.07394422910864512,0.06230573726837457,UP,UP
215,2020-12,63908,163568,83851,56432,0.1,7355,22408.282,1.410986973710262,97.9754,2.684,1262,1386,263.3,6.7,2.2617630984737906,332007.66,236.486,0.06749326807700762,UP,0.02881460894096143,UP,-0.023249048229677664,DOWN,-0.19964204478214959,DOWN,36.20000000000002,378.7402975426412,204190,255672,0.07391812176580405,0.062273599457194385,UP,UP
216,2021-01,64237,164696,84456,56802,0.4,7363,22600.185,1.3862943611198906,98.7836,2.735,1282,1344,263.5,6.3,2.2407096892759584,331989.0,239.56,0.06807510188590586,UP,0.040345738322656435,UP,-0.029045741267700476,DOWN,-0.22751873393992278,DOWN,36.600000000000016,380.1265919037611,205472,257016,0.07389535114985873,0.06211152915577237,UP,UP
217,2021-02,64569,165826,85058,57169,0.5,7291,22830.915,1.589235205116581,95.3744,2.81,1286,1322,264.4,6.2,2.2617630984737906,332042.33,242.369,0.06875904948625074,UP,0.07842917120922924,UP,-0.04255961441879589,DOWN,-0.08067858821261689,DOWN,37.100000000000016,381.7158271088777,206758,258338,0.0737984794291662,0.06199367899454135,UP,UP
218,2021-03,64901,166956,85660,57536,0.7,7395,23061.645,1.4816045409242156,98.1351,3.0825,1308,1459,264.3,6.1,2.151762203259462,332095.66,245.465,0.0694427774214213,UP,0.11721278688826121,UP,-0.019285451066801695,DOWN,-0.2337760479556401,DOWN,37.80000000000002,383.1974316498019,208066,259797,0.07379820719926397,0.06250284966877111,UP,UP
219,2021-04,65233,168086,86262,57903,0.8,7406,23292.362,1.547562508716013,98.2886,3.06,1320,1438,265.7,6.1,2.0412203288596382,332149.0,249.07,0.07012624454687505,UP,0.15674552968189348,UP,0.12634306283834057,UP,-0.22162687042675183,DOWN,38.600000000000016,384.7449941585179,209386,261235,0.07396837958746061,0.06308928118648134,UP,UP
220,2021-05,65565,169216,86864,58270,0.8,7394,23471.232,1.7227665977411035,99.1508,2.9625,1338,1337,269.0,5.8,1.9021075263969205,332259.33,253.407,0.0706413029846295,UP,0.13577446079210592,UP,0.05347382299625236,UP,0.021336026800636794,UP,39.40000000000001,386.467760756259,210724,262572,0.07428831908475346,0.06343112098349513,UP,UP
221,2021-06,65897,170346,87466,58637,0.9,7400,23650.102,1.7578579175523736,99.5096,2.975,1372,1298,269.0,5.9,2.0149030205422647,332369.66,258.358,0.07115601947542384,UP,0.11554173756675631,UP,0.03157434559859511,UP,0.2751638845895898,UP,40.30000000000001,388.22561867381137,212096,263870,0.0747493968932035,0.0633270421898994,UP,UP
222,2021-07,66229,171476,88068,59004,0.5,7415,23828.973,1.7404661748405046,100.1231,2.868,1387,1361,271.816,5.4,1.8082887711792655,332480.0,262.82,0.07167039521174207,UP,0.09600575166691125,UP,0.03011863525056435,UP,0.3522122975578776,UP,40.80000000000001,389.96608484865186,213483,265231,0.07518411852910983,0.06318037695675444,UP,UP
223,2021-08,66561,172606,88670,59371,0.2,7431,24104.183,1.8718021769015913,100.1255,2.8425,1412,1312,271.816,5.2,1.5260563034950492,332582.0,266.845,0.07247590970046484,UP,0.10170278250588641,UP,0.028113205176836246,UP,0.44965761915498065,UP,41.000000000000014,391.83788702555347,214895,266543,0.07566952342536633,0.06315508651289936,UP,UP
224,2021-09,66893,173736,89272,59738,0.3,7472,24379.393,1.791759469228055,99.0614,2.9,1437,1232,271.816,4.8,1.5040773967762742,332684.0,270.377,0.07328093025213116,UP,0.10730273232407665,UP,0.029333988113706088,UP,0.3812573844223332,UP,41.30000000000001,393.6296464947815,216332,267775,0.07623944809953774,0.062004529664735165,UP,UP
225,2021-10,67225,174866,89874,60105,0.8,7514,24654.603,1.916922612182061,100.3045,3.0675,1464,1259,271.816,4.5,1.3862943611198906,332786.0,273.725,0.07408545732092095,UP,0.11280805643901776,UP,0.027524673390089936,UP,0.4734770154321505,UP,42.10000000000001,395.5465691069636,217796,269034,0.0768765619776375,0.061266475284412536,UP,UP
226,2021-11,67557,175996,90476,60472,0.5,7560,24779.443,1.791759469228055,101.1971,3.0675,1493,1389,278.675,4.2,1.547562508716013,332850.0,277.21,0.0744462761003455,UP,0.10918400335427396,UP,0.0326707822895487,UP,0.2565638208043783,UP,42.60000000000001,397.33832857619166,219289,270423,0.07753925824201088,0.06152778189738856,UP,UP
227,2021-12,67889,177126,91078,60839,0.3,7594,24904.283,1.7227665977411035,100.886,3.098,1526,1337,278.675,3.9,1.6094379124341003,332914.0,281.342,0.07480695615083775,UP,0.10560917404133952,UP,0.03197810775620983,UP,0.19964204478214975,UP,42.900000000000006,399.06109517393276,220815,271760,0.07827431394314284,0.061023950875322405,UP,UP
